id,product_name,product_category,price,currency,quantity
842,"Cup - 3.5oz, Foam",Rebar & Wire Mesh Install,978,IDR,4
843,Sambuca - Ramazzotti,Roofing (Asphalt),81,EUR,8
844,"Beef - Ox Tongue, Pickled",Structural & Misc Steel Erection,925,CNY,38
845,Beets - Pickled,Site Furnishings,109,VND,29
846,Water - San Pellegrino,Curb & Gutter,415,PLN,86
847,Lettuce - Radicchio,Landscaping & Irrigation,738,IDR,94
848,Beer - Molson Excel,Waterproofing & Caulking,172,RUB,74
849,Apples - Spartan,Framing (Steel),389,BRL,37
850,"Soup - Campbells, Classic Chix",Framing (Steel),103,PYG,62
851,Flavouring - Raspberry,Painting & Vinyl Wall Covering,896,RUB,63
852,Crab - Imitation Flakes,Epoxy Flooring,491,UAH,16
853,"Vermacelli - Sprinkles, Assorted",Hard Tile & Stone,147,IDR,72
854,"Halibut - Whole, Fresh",Casework,826,PHP,38
855,Versatainer Nc - 9388,Rebar & Wire Mesh Install,705,CNY,10
856,Hot Chocolate - Individual,Prefabricated Aluminum Metal Canopies,983,USD,40
857,Compound - Pear,Ornamental Railings,459,PAB,6
858,Samosa - Veg,Sitework & Site Utilities,264,CNY,8
859,"Turkey - Breast, Bone - In",Epoxy Flooring,76,IDR,2
860,Ecolab - Mikroklene 4/4 L,Structural and Misc Steel (Fabrication),459,EUR,3
861,"Carrots - Mini, Stem On",Casework,297,MXN,69
862,French Kiss Vanilla,Electrical and Fire Alarm,841,CNY,18
863,Lobak,Roofing (Metal),176,CNY,73
864,Bread - French Baquette,Fire Sprinkler System,665,SEK,32
865,Pan Grease,Fire Sprinkler System,252,TMT,7
866,Chicken - Base,Asphalt Paving,767,SEK,58
867,Wine - Chenin Blanc K.w.v.,Asphalt Paving,561,CNY,3
868,Peach - Fresh,Rebar & Wire Mesh Install,985,PHP,32
869,"Stock - Veal, White",Fire Sprinkler System,454,PLN,66
870,"Pasta - Rotini, Colour, Dry",Fire Sprinkler System,696,CNY,11
871,Strawberries,Exterior Signage,70,EUR,65
872,Juice - Lime,Drywall & Acoustical (MOB),553,CNY,22
873,Island Oasis - Wildberry,EIFS,433,KPW,23
874,Steam Pan Full Lid,Fire Protection,447,UAH,15
875,Spice - Chili Powder Mexican,"Doors, Frames & Hardware",743,EUR,89
876,Wine - Dubouef Macon - Villages,"Temp Fencing, Decorative Fencing and Gates",906,UGX,52
877,Longos - Chicken Wings,Marlite Panels (FED),94,PLN,62
878,Soup - Campbells Beef Noodle,Roofing (Asphalt),888,HRK,63
879,Mushroom - Crimini,Construction Clean and Final Clean,238,CNY,94
880,Rappini - Andy Boy,Granite Surfaces,559,MYR,7
881,Wine - Remy Pannier Rose,Waterproofing & Caulking,699,RUB,11
882,Milk - 2% 250 Ml,Termite Control,244,PLN,31
883,"Pork - Tenderloin, Fresh",Site Furnishings,722,PLN,11
884,Wine - Riesling Alsace Ac 2001,Roofing (Asphalt),704,EGP,40
885,Food Colouring - Green,Casework,910,CNY,60
886,Salt - Table,Casework,374,ZAR,54
887,"Soup - Clam Chowder, Dry Mix",Rebar & Wire Mesh Install,718,PHP,56
888,"Vermacelli - Sprinkles, Assorted",Fire Protection,964,BRL,64
889,Energy Drink - Redbull 355ml,Ornamental Railings,141,IDR,47
890,Pasta - Agnolotti - Butternut,Rebar & Wire Mesh Install,923,EUR,62
891,Onions - Red,Masonry,840,CNY,99
892,Quiche Assorted,Prefabricated Aluminum Metal Canopies,875,IDR,31
893,"Chicken - White Meat, No Tender",Roofing (Asphalt),149,SAR,52
894,Bread - Crusty Italian Poly,RF Shielding,380,RUB,11
895,Veal - Loin,Drilled Shafts,863,THB,20
896,Oil - Canola,Marlite Panels (FED),183,CNY,22
897,Veal - Heart,Roofing (Metal),984,PLN,11
898,Marjoram - Fresh,Glass & Glazing,692,EUR,14
899,Beans - Fine,Sitework & Site Utilities,736,SEK,17
900,Muskox - French Rack,Termite Control,536,NIO,43
901,Pur Value,Ornamental Railings,86,VND,33
902,Chicken - Ground,"Temp Fencing, Decorative Fencing and Gates",335,CNY,5
903,Tea - Honey Green Tea,Casework,388,CNY,47
904,Beer - Sleeman Fine Porter,Framing (Steel),632,HRK,81
905,Jack Daniels,Landscaping & Irrigation,369,CNY,94
906,"Tray - Foam, Square 4 - S",Epoxy Flooring,461,NGN,30
907,Ice Cream Bar - Oreo Cone,Waterproofing & Caulking,705,EUR,17
908,"Beef - Rib Roast, Cap On",HVAC,272,PHP,88
909,Wine - Semi Dry Riesling Vineland,Hard Tile & Stone,512,GNF,15
910,Mortadella,Hard Tile & Stone,277,CNY,86
911,Bread - Assorted Rolls,Drilled Shafts,563,PEN,14
912,Bacon Strip Precooked,Glass & Glazing,402,EUR,65
913,Beef Ground Medium,Curb & Gutter,69,RUB,48
914,Kale - Red,Masonry,789,CNY,42
915,Wine - Ice Wine,Granite Surfaces,321,EUR,7
916,Cheese - Brie,Framing (Wood),559,VEF,17
917,Wine - Pinot Grigio Collavini,Structural and Misc Steel (Fabrication),927,EUR,70
918,Wine - Cotes Du Rhone,Masonry & Precast,430,CNY,42
919,Tomatoes Tear Drop Yellow,Asphalt Paving,725,IRR,29
920,Curry Paste - Madras,Marlite Panels (FED),882,IDR,19
921,Muffin Mix - Chocolate Chip,Framing (Steel),228,BRL,18
922,Gingerale - Diet - Schweppes,Construction Clean and Final Clean,510,IDR,91
923,Nut - Macadamia,Framing (Wood),643,EUR,2
924,Brandy Cherry - Mcguinness,Prefabricated Aluminum Metal Canopies,912,CZK,37
925,"Shrimp - 16 - 20 Cooked, Peeled",Electrical,874,EUR,80
926,Beer - Mill St Organic,Termite Control,595,CNY,38
927,"Doilies - 10, Paper",RF Shielding,477,EUR,83
928,"Olives - Black, Pitted",Retaining Wall and Brick Pavers,639,PLN,13
929,Wine - Cotes Du Rhone Parallele,Rebar & Wire Mesh Install,601,RUB,37
930,Croissants Thaw And Serve,Landscaping & Irrigation,617,MXN,50
931,Yoghurt Tubes,Framing (Wood),390,CNY,53
932,Chicken - Wieners,Ornamental Railings,250,MYR,47
933,Wine - Cotes Du Rhone,Plumbing & Medical Gas,359,UAH,64
934,Yokaline,Soft Flooring and Base,145,KPW,82
935,Bread - Sour Sticks With Onion,"Doors, Frames & Hardware",173,IDR,71
936,Garlic - Peeled,Electrical,523,KZT,93
937,Mix - Cocktail Strawberry Daiquiri,Overhead Doors,975,EUR,63
938,Vinegar - Balsamic,Drywall & Acoustical (FED),369,IDR,44
939,"Pasta - Bauletti, Chicken White",Electrical,519,MYR,94
940,Alize Red Passion,Sitework & Site Utilities,961,CNY,40
941,Croissants Thaw And Serve,Electrical and Fire Alarm,729,CNY,42
942,Chocolate - Dark,Wall Protection,327,COP,67
943,Sauce - Caesar Dressing,RF Shielding,800,CNY,34
944,Artichokes - Jerusalem,Termite Control,275,CNY,49
945,Dc Hikiage Hira Huba,Fire Sprinkler System,760,THB,34
946,Beef Ground Medium,Roofing (Asphalt),631,EUR,92
947,Turnip - Wax,Electrical,850,EUR,17
948,Monkfish Fresh - Skin Off,Curb & Gutter,844,CNY,87
949,Parsnip,Exterior Signage,248,ALL,83
950,Water - Spring Water 500ml,Glass & Glazing,321,RUB,37
951,Pumpkin - Seed,Masonry & Precast,403,BRL,37
952,Cake - Pancake,Casework,671,EUR,25
953,Sage - Rubbed,Waterproofing & Caulking,264,IDR,100
954,"Pepper - Julienne, Frozen",RF Shielding,664,CNY,20
955,Onions - Pearl,HVAC,295,SEK,28
956,Praline Paste,"Temp Fencing, Decorative Fencing and Gates",360,UAH,44
957,Baking Powder,Overhead Doors,981,CNY,30
958,Pate - Cognac,Electrical and Fire Alarm,866,IDR,98
959,Jameson - Irish Whiskey,Structural & Misc Steel Erection,956,IDR,76
960,Bols Melon Liqueur,Roofing (Metal),510,MXN,26
961,Fenngreek Seed,Structural & Misc Steel Erection,568,IDR,68
962,Lamb - Sausage Casings,Framing (Wood),988,CLP,76
963,Pork - Bacon Cooked Slcd,Landscaping & Irrigation,767,NZD,46
964,Steampan - Foil,Rebar & Wire Mesh Install,17,PHP,40
965,Bagelers,Site Furnishings,858,PHP,20
966,Cake - French Pear Tart,Casework,214,IDR,8
967,Thyme - Fresh,Overhead Doors,550,GEL,26
968,Pastry - Baked Scones - Mini,Marlite Panels (FED),811,CNY,45
969,Lamb Leg - Bone - In Nz,Electrical,541,THB,33
970,Wine - Fat Bastard Merlot,Fire Protection,446,BRL,39
971,Flower - Commercial Spider,Wall Protection,445,PYG,55
972,Cheese - Le Cru Du Clocher,Glass & Glazing,400,NOK,1
973,Glucose,Landscaping & Irrigation,939,LKR,52
974,Lobak,Drywall & Acoustical (MOB),918,RUB,43
975,Compound - Passion Fruit,Granite Surfaces,560,EUR,92
976,Sauce - Balsamic Viniagrette,Granite Surfaces,385,AMD,55
977,Dried Apple,Glass & Glazing,631,EUR,51
978,Gloves - Goldtouch Disposable,Roofing (Asphalt),745,EUR,73
979,Flower - Carnations,Wall Protection,72,RUB,71
980,Bread - Rosemary Focaccia,Masonry,302,CNY,79
981,Cheese Cloth,Ornamental Railings,848,JPY,12
982,"Chicken - Leg, Boneless",Glass & Glazing,373,EUR,67
983,Bagelers,Framing (Wood),377,PHP,55
984,Wine - Dubouef Macon - Villages,Ornamental Railings,293,USD,77
985,Truffle Cups Green,Asphalt Paving,604,CNY,30
986,Magnotta - Bel Paese White,HVAC,346,MKD,13
987,Wine - Fino Tio Pepe Gonzalez,"Temp Fencing, Decorative Fencing and Gates",164,NGN,100
988,Spice - Onion Powder Granulated,Hard Tile & Stone,217,KZT,77
989,Tarts Assorted,Ornamental Railings,849,CNY,29
990,Chinese Foods - Thick Noodles,Casework,620,THB,47
991,Beets - Golden,Prefabricated Aluminum Metal Canopies,905,BRL,58
992,Mousse - Mango,Construction Clean and Final Clean,418,JPY,50
993,Sandwich Wrap,Construction Clean and Final Clean,289,IDR,71
994,"Beef - Ground, Extra Lean, Fresh",Roofing (Metal),511,PKR,79
995,"Tart Shells - Savory, 4",Overhead Doors,966,CNY,45
996,Sponge Cake Mix - Vanilla,Rebar & Wire Mesh Install,836,BRL,81
997,"Cheese - Manchego, Spanish",Exterior Signage,389,EUR,47
998,Beans - Fava Fresh,Rebar & Wire Mesh Install,435,EUR,12
999,Wine - Vineland Estate Semi - Dry,Masonry & Precast,896,RUB,65
1000,Sauce - Rosee,"Doors, Frames & Hardware",267,CNY,75
